,Time,User,Tweet,Country,No of retweet
8284,2023-01-20 23:57:22+00:00,Ibrahim09365655,"@ZenithBank please I have problem about the mobile application, I changed the phone, and I installed another one but can't open, it is showing me to put the token, while I don't know that",,1
8285,2023-01-20 23:52:11+00:00,AdedapoBrien,@bi_ll_i @ZenithBank I sabi,Somewhere,0
8286,2023-01-20 23:45:52+00:00,rhymeside,"RT @patra1708: @constanceamaka2 @ZenithBank That was how my N1.1m got wiped @ZenithBank on the 5th of January 2023. 
That bank should be in…",This what God feels like.,7
8287,2023-01-20 23:37:23+00:00,S3romo,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,Benin often. Effurun atimes,10
8288,2023-01-20 23:33:38+00:00,absolute_bihh,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…","Victoria Island, Nigeria",2645
8289,2023-01-20 23:27:27+00:00,Ada_Ihiala,"@constanceamaka2 @ZenithBank I already asked this question countless times, can't CBN shut down this money embezzler called Zenith Bank? Can't they?",South Korea in Jesus Name!!!,0
8290,2023-01-20 23:26:43+00:00,ChuksKadibia,"RT @SpicyAboki: @a_ma_ka__ @Sonsydarling1 @ZenithBank Get a lawyer, let Zenith Bank produce the document you used in applying for a token,…","Enugu, Nigeria",4
8291,2023-01-20 23:25:37+00:00,ChuksKadibia,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…","Enugu, Nigeria",2645
8292,2023-01-20 23:22:44+00:00,SgloryM_3,"@constanceamaka2 @ZenithBank Zenith bank abeg na my school fees dey my account oo. 

I’m yet to be cleared if not I would have paid. 
Thank you",Deutschland l’oruko Jesu ,0
8293,2023-01-20 23:21:12+00:00,_lucia_fangirl,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,Turkey,28
8294,2023-01-20 23:16:11+00:00,MarcelSaint2,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,,10
8295,2023-01-20 23:16:03+00:00,MarcelSaint2,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,,28
8296,2023-01-20 23:15:42+00:00,evelynmerry0,@constanceamaka2 @ZenithBank The fact that you are still keeping your money in zeniths bank after hearing this stories makes me not to pity the next victim. I'm sorry this happened to your Bruh I wish you've been seeing what has been happening on the TL to people via Zeniths bank,Nigeria,1
8297,2023-01-20 23:12:24+00:00,mma_xta,@constanceamaka2 @ZenithBank @ZenithBank  again????,Abia,0
8298,2023-01-20 23:05:18+00:00,mhiz__favy,"@EuniceImade @ZenithBank Okay
Thank you",portharcourt ,0
8299,2023-01-20 23:05:05+00:00,Layefa_og,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…","Lagos, Nigeria",19046
8300,2023-01-20 23:04:43+00:00,_afosimon,"@ZenithBank Why are you debiting people while claiming there is no debit alert on their accounts? . @fccpcnigeria. You must step in, please. This is the third time I've had this happen with the same Zenith.","London, England",0
8301,2023-01-20 23:02:29+00:00,oluwagbogo_josh,@constanceamaka2 @ZenithBank @ZenithBank if you don't fix up. Like WTF.,Nigeria ,0
8302,2023-01-20 22:48:53+00:00,sambrojnr79,"@nwa_anambra @MalachyOdo1 @ZenithBank @ZenithBank , again,Must @ZenithBank be Known For Fraud,@cenbank , Please Do something About Central Bank",Nigeria,0
8303,2023-01-20 22:45:47+00:00,nwa_anambra,"@MalachyOdo1 @ZenithBank IT department, I mean all of them are all criminals and fraudsters. All of them with the connivance of their manager",around here,0
8304,2023-01-20 22:45:43+00:00,HeyMozeez,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,"Lagos, Nigeria",10
8305,2023-01-20 22:44:36+00:00,emeksipo2,@JackOfAltraide @constanceamaka2 @ZenithBank The bank has alot of staffs involved in yahoo yahoo. I can boldly tell you this.,"Lagos, Nigeria",0
8306,2023-01-20 22:42:54+00:00,jamestheokafor,@constanceamaka2 @ZenithBank Useless bank   Useless bank useless bank useless bank@zenithbank,🌎,0
8307,2023-01-20 22:42:26+00:00,PoloM77,@constanceamaka2 @ZenithBank Zenith bank is on Twitter... tweet at them and they'll respond!!,United Kingdom,0
8308,2023-01-20 22:41:20+00:00,Tochi4PeterObi,@FS_Yusuf_ @ZenithBank Which bank is sensible please? 🙄,,0
8309,2023-01-20 22:40:57+00:00,Tochi4PeterObi,@FS_Yusuf_ @ZenithBank Omo I am done with these guys o,,0
8310,2023-01-20 22:36:47+00:00,papa_smore,"@Senderfo @cenbank @ZenithBank If zenith bank, a whole zenith bank does not have the new notes, who am I?","Owerre, Nigeria",0
8311,2023-01-20 22:33:05+00:00,Claws_byzee,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…", England,19046
8312,2023-01-20 22:27:04+00:00,Eazi_xx,"RT @Prospojack: @ZenithBank  what is this ffs😡😡
I didn't initiate this transaction how is 12k debited from account https://t.co/gLOyvwy7zr","Psssst, Jupiter",5
8313,2023-01-20 22:25:54+00:00,Snazzyslim1,@ZenithBank You people still won’t respond to dms still Abi ? They’ll my voice on Monday at your bank and I’ll shut down that account after retrieving my money,"Ibadan, Nigeria",0
8314,2023-01-20 22:24:01+00:00,_Kaimaa,"RT @LabCoatGiirl: If you still use your @ZenithBank account at this point, anything you see when you see, you take it cus a word has to be…",In God's heart,8
8315,2023-01-20 22:22:26+00:00,dikeuntagged,@a_ma_ka__ @ZenithBank What’s the update on this?,"Dubai, United Arab Emirates",0
8316,2023-01-20 22:21:12+00:00,iamt4tayo,"@ZenithBank I take GOD beg una... The airtime I paid for with your app... 

Airtime I no see.

Money I no see.

Nobi 100 naira airtime I buy, abeg the money plenty. Make we no begin dey disgrace ourself biko!",United States of Internet.    ,0
8317,2023-01-20 22:20:33+00:00,IMilvj,@a_ma_ka__ @ZenithBank @ZenithBank,,0
8318,2023-01-20 22:20:26+00:00,IMilvj,@a_ma_ka__ @ZenithBank @officialEFCC @access_more @UBAGroup @hrw @LagosPoliceNG @ZenithBank,,0
8319,2023-01-20 22:20:14+00:00,IMilvj,@a_ma_ka__ @ZenithBank @cenbank @ZenithBank,,0
8320,2023-01-20 22:20:04+00:00,IMilvj,@a_ma_ka__ @ZenithBank @cenbank @officialEFCC @ZenithBank,,0
8321,2023-01-20 22:19:56+00:00,IMilvj,@a_ma_ka__ @ZenithBank @cenbank @falzthebahdguy @DONJAZZY @AntiCorruptIntl @ZenithBank,,0
8322,2023-01-20 22:19:37+00:00,IMilvj,"RT @a_ma_ka__: Please a need a lawyer 
Unauthorized transactions was done last night at about 8:40pm on my Acct and everything is gone,😭 ov…",,3760
8323,2023-01-20 22:19:29+00:00,IMilvj,RT @a_ma_ka__: @ZenithBank @officialEFCC @access_more @UBAGroup @hrw @LagosPoliceNG https://t.co/7p2NnGQsqS,,2199
8324,2023-01-20 22:19:27+00:00,IMilvj,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,,12574
8325,2023-01-20 22:19:24+00:00,IMilvj,RT @a_ma_ka__: It is obvious that this was done by an insider in the bank… @ZenithBank  refund my 4 million naira oooooooo…😭😭😭😭😭😭@officialE…,,3350
8326,2023-01-20 22:19:16+00:00,IMilvj,"RT @a_ma_ka__: Yesterday I went to make complains about the 4 million that left my Acct @ZenithBank, and this is what their staff said to m…",,2266
8327,2023-01-20 22:19:05+00:00,IMilvj,"RT @a_ma_ka__: #ZenithBankbringbackmymoney# 😭
@ZenithBank @cenbank @officialEFCC",,2035
8328,2023-01-20 22:18:54+00:00,IMilvj,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",,19046
8329,2023-01-20 22:18:51+00:00,IMilvj,RT @a_ma_ka__: It’s been 1week now and @ZenithBank has still not communicated any information to me. I have been the one calling all their…,,1703
8330,2023-01-20 22:18:26+00:00,IMilvj,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…",,2645
8331,2023-01-20 22:17:51+00:00,LawrenceEkechi,@constanceamaka2 @ZenithBank Zenith Bank na scam. They duped me also.,,0
8332,2023-01-20 22:15:50+00:00,Fagbohun_AB,"@Olami_deeEbony @constanceamaka2 @CynthiaIgobah @ZenithBank I don't understand but lots of underground fraud are happening
I'm always having issues with their Banks
Sometimes u will buy airtime, u will be debited from your account but the airtime won't be recharged into ur phone. No Refunds again
Dem do am for me 5 times
Very useless bank",Everywhere,0
8333,2023-01-20 22:12:59+00:00,Fagbohun_AB,"@yhettyqueen1_ @constanceamaka2 @ZenithBank Not surprised

Last week, I bought an airtime Recharge of 1k... I was debited but didn't receive any airtime

Tbh, I wasn't refunded also",Everywhere,0
8334,2023-01-20 22:12:25+00:00,DECLEX,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,,28
8335,2023-01-20 22:09:30+00:00,ImamShams,@Senderfo @cenbank @ZenithBank @cenbank come and explain this please 😂,"Kano, Nigeria",0
8336,2023-01-20 22:08:54+00:00,leroyeferaomo,@constanceamaka2 @ZenithBank Zenith Bank again???,"Federal Capital Territory, Nig",0
8337,2023-01-20 22:06:33+00:00,omonIkhine,"@FS_Yusuf_ @ZenithBank If the CBN always sanction and penalize these banks for all this, they will sit tight and prevent it",,0
8338,2023-01-20 22:01:54+00:00,AneneFrancis6,@Senderfo @cenbank @ZenithBank Haaaaa it's still old notes this CBN is a huge joke,,0
8339,2023-01-20 22:01:10+00:00,krystal_beatriz,"I lost 3500 naira today to @ZenithBank  and @UBAGroup 
1500 and 2000 respectively 
I paid for data on Zenith bank and airtime on uba nd I didn't see any.
Please look into this for me","Ibadan, Nigeria",0
8340,2023-01-20 21:59:15+00:00,unique_ov,@Stynessy @FS_Yusuf_ @ZenithBank Lol,,0
8341,2023-01-20 21:59:07+00:00,AllienVoyager,"@constanceamaka2 @ZenithBank @ZenithBank , what is really the issue with you? You can keep people money safe anymore? Quit","Virginia, USA",1
8342,2023-01-20 21:58:06+00:00,w_willmoney,@FS_Yusuf_ @IkukuomaC @ZenithBank @ZenithBank again,,1
8343,2023-01-20 21:55:38+00:00,CPaul126,@FS_Yusuf_ @ZenithBank What do you expect from Emefiele's Bank. Utter incompetence. Same way he is ruining the CBN.,,0
8344,2023-01-20 21:55:18+00:00,UgommaGrace,"@constanceamaka2 @ZenithBank Zenith bank hires IT gurus,instead of accountants, banking and finance graduates etc,these IT experts does this untraceable transactions,if not,how do they do Demo accounts without banks knowing?",England.,0
8345,2023-01-20 21:55:08+00:00,favour_4568,What's the issue with @ZenithBank abeg? Why have people been complaining about money disappearing from their accounts.,"Zaria, Nigeria",3
8346,2023-01-20 21:54:12+00:00,osilama_aa,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,Abuja,26
8347,2023-01-20 21:52:35+00:00,ndubuisi_Vin,@constanceamaka2 @ZenithBank Why are you guys still banking with @ZenithBank ??,some where far from home,0
8348,2023-01-20 21:52:08+00:00,AkueMartins,"@Senderfo @cenbank @ZenithBank no #200, no #500 any were, if you see #1000 you are lucky",,0
8349,2023-01-20 21:49:55+00:00,tz_bhanji,RT @Kenneth_1saiah: @OvuUdochukwu @constanceamaka2 @JackOfAltraide @ZenithBank God will bless you for this your comment. In as much as i fe…,,6
8350,2023-01-20 21:49:53+00:00,tz_bhanji,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,,10
8351,2023-01-20 21:49:39+00:00,krystal_beatriz,"@ZenithBank I bought 1500 worth of data this afternoon and I was debited but I didn't get the data on my @MTNNG @MTN180 mobile number 08104012688. Pls you both should help...
I also tried with my @UBAGroup  account and I was debited the sum of 2000 for airtime without seeing it.","Ibadan, Nigeria",0
8352,2023-01-20 21:49:27+00:00,Ifediorahea,@OrjiOkosis Affected Nigerians can sue @ZenithBank,Nigeria,0
8353,2023-01-20 21:49:20+00:00,tz_bhanji,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,,28
8354,2023-01-20 21:49:03+00:00,__visored,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,inverted world,28
8355,2023-01-20 21:47:54+00:00,JUD4H__,"@OvuUdochukwu @constanceamaka2 @JackOfAltraide @ZenithBank Wow love your honesty, this makes more sense.",,0
8356,2023-01-20 21:47:36+00:00,Damirez909fm,RT @a_ma_ka__: It’s been 1week now and @ZenithBank has still not communicated any information to me. I have been the one calling all their…,,1703
8357,2023-01-20 21:47:06+00:00,Damirez909fm,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,,12574
8358,2023-01-20 21:46:42+00:00,Damirez909fm,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",,19046
8359,2023-01-20 21:46:22+00:00,emmyzidd,RT @tallmanfromkd: @constanceamaka2 @ZenithBank It's high time people close their @ZenithBank bank account the other 4m was cleared,Lagos - nigeria,1
8360,2023-01-20 21:46:08+00:00,Damirez909fm,"@a_ma_ka__ @ZenithBank @cenbank @falzthebahdguy @DONJAZZY @AntiCorruptIntl So why has @cenbank not dealt with these issues. See how many complaints here.@ZenithBank @UBACares @fidelitybankplc @gtbank @myaccessbank @chippercashapp @ecobank_nigeria &amp; etc u all cant say ur not aware of these recurrent thefts
Who will save us frm NGR banks?",,0
8361,2023-01-20 21:44:44+00:00,georgescuisene,@constanceamaka2 @ZenithBank Zenith bank again. I don't know why people are still using that bank 😕,"Abeokuta, Nigeria",0
8362,2023-01-20 21:43:37+00:00,BadManSaks,RT @Kenneth_1saiah: @OvuUdochukwu @constanceamaka2 @JackOfAltraide @ZenithBank God will bless you for this your comment. In as much as i fe…,"Ikorodu, Lagos ",6
8363,2023-01-20 21:43:35+00:00,BadManSaks,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,"Ikorodu, Lagos ",10
8364,2023-01-20 21:42:29+00:00,Orji_Okosisi1,@FS_Yusuf_ @ZenithBank Hurry up!,"Detroit, MI ",0
8365,2023-01-20 21:41:36+00:00,TiganaMoses1,"@constanceamaka2 @A_Blackwoman @ZenithBank @cbncomplain
@zenithbank734",Nigeria,0
8366,2023-01-20 21:40:24+00:00,BlitzChyka,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",,19046
8367,2023-01-20 21:39:29+00:00,mallam_muhmin,@larmmy @ZenithBank  They are calling you here o,,0
8368,2023-01-20 21:38:55+00:00,Orji_Okosisi1,"@A_Blackwoman @ZenithBank Quite sad. CBN needs to shutdown the bank, but in Nigeria, the government doesn’t care about its citizens, which is exactly why we fight. I really hope these things change in May this year.","Detroit, MI ",0
8369,2023-01-20 21:38:49+00:00,VictorMordi12,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,,26
8370,2023-01-20 21:37:38+00:00,Thatchaoticgurl,@constanceamaka2 @DarlingtonJam17 @ZenithBank Zenith bank again? https://t.co/WkqIqRai8p,Federal Capital Territory,0
8371,2023-01-20 21:37:26+00:00,AyaObaEkiti,"@constanceamaka2 @ZenithBank I hope the frustration gets to a level where their banks are ambushed and locked
Because people's life savings disappear without any hope of refund in a reputable bank?",Wherever the LORD leads😊,0
8372,2023-01-20 21:36:37+00:00,Orji_Okosisi1,@A_Blackwoman @ZenithBank Very scary something,"Detroit, MI ",0
8373,2023-01-20 21:36:35+00:00,ademolademy,"@ZenithBank I am about toopen account with this bank, but, with all the comments of money missing and failed transactions and accounts still got debited, I don't run oo",,0
8374,2023-01-20 21:36:17+00:00,LyndaZax,@constanceamaka2 @BoluBillie @ZenithBank Let me move my money fast fast I fit faint,MindingMyBusiness ,0
8375,2023-01-20 21:35:01+00:00,AAmaryawa,@Senderfo @cenbank @ZenithBank Good example,A Y Amaryawa,0
8376,2023-01-20 21:34:44+00:00,AAmaryawa,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,A Y Amaryawa,26
8377,2023-01-20 21:32:30+00:00,wenmystik30801,RT @kelaychi: It's been almost a week since I got debited for a failed transaction and I'm yet to get back my funds. My patience is gradual…,In your dreams,1
8378,2023-01-20 21:31:21+00:00,Mahabaade111111,"@ZenithBank you guys took my money without sending my data plan, what is all this??",,1
8379,2023-01-20 21:31:19+00:00,ucinya,"@Senderfo @cenbank @ZenithBank Oya CBN, what do you have to say about this?",Nigeria,0
8380,2023-01-20 21:31:02+00:00,olutade_abiola,"@GpennySpreads Folic acid
Niacin
Vitamin A
Vitamin B12
Vitamin B6
Vitamin E
Vitamin D

#spreadit
#goldenpenny 
#goldenpennyspread 

@WhiteHouse45 @ZenithBank @IbiShittu @Chivitajuices",,0
8381,2023-01-20 21:30:08+00:00,_ibiene,"RT @a_ma_ka__: @ZenithBank  Refund my money 
@ZenithBank Refund my money 
@ZenithBank Refund my money 
@ZenithBank my money is 4,039,900 no…",,2645
8382,2023-01-20 21:27:19+00:00,gloryinmyskin,@a_ma_ka__ @ZenithBank So which bank is now good?,Lagos,0
8383,2023-01-20 21:24:12+00:00,Tee_Classiquem1,@constanceamaka2 @ZenithBank Zenith Bank again? How did this people always manage to win the best bank award every year with all these scandals?,"DM for Adverts, Trends &Promo ",2
8384,2023-01-20 21:18:52+00:00,Cosmas66652921,You people should refund my money back what’s going on @ZenithBank,"Owerri, Nigeria",1
8385,2023-01-20 21:17:25+00:00,Cosmas66652921,@ZenithBank What’s wrong with this bank??,"Owerri, Nigeria",0
8386,2023-01-20 21:10:46+00:00,Olu_Banty07,@Senderfo @cenbank @ZenithBank This is deliberate to sabotage the deadline.,,0
8387,2023-01-20 21:09:10+00:00,Kelvinbrowno,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",,19046
8388,2023-01-20 21:07:34+00:00,AbujaBusinessRT,"RT @LabCoatGiirl: If you still use your @ZenithBank account at this point, anything you see when you see, you take it cus a word has to be…","Abuja, Nigeria",8
8389,2023-01-20 21:06:08+00:00,_DauntlessDoft,RT @Chinwendu__: @ZenithBank you people should stop debiting for airtime without giving me the airtime.. Ahn,outside,2
8390,2023-01-20 21:05:41+00:00,t_granville,@JimmyKelvinB2 @A_Blackwoman @ZenithBank I can’t o that one it’s for sure. I will create a scene they will never forget in a hurry,Port Harcourt,0
8391,2023-01-20 21:05:03+00:00,JimmyKelvinB2,@t_granville @A_Blackwoman @ZenithBank Lol,"Port Harcourt, Nigeria",0
8392,2023-01-20 21:04:29+00:00,t_granville,@JimmyKelvinB2 @A_Blackwoman @ZenithBank U give up ke. You no go craze for the bank and carry their monitors wey dem dey use work?,Port Harcourt,0
8393,2023-01-20 21:01:50+00:00,joshuanzedd,@mr_sakusei @swan_d_poet Omor see English 😭😂🤣😅🤣 @ZenithBank na u cause am o,"Kentucky, USA",0
8394,2023-01-20 21:00:32+00:00,Nanafirdausea,RT @OvuUdochukwu: @constanceamaka2 @JackOfAltraide @ZenithBank I was a victim too  sometime in 2019 when I use to gamble. The sum of 240k w…,"Wo,anywhere.",10
8395,2023-01-20 20:59:43+00:00,marylen_ogbuji,@constanceamaka2 @ZenithBank Chineke ba kwara ekwensu mba.,,0
8396,2023-01-20 20:59:39+00:00,afobaba24,"@constanceamaka2 @ZenithBank If you are using zenith, commot your money.","Lagos, Nigeria",0
8397,2023-01-20 20:57:49+00:00,zodoxohio,@constanceamaka2 @ZenithBank Zenith bank no go respond and even if they do na small amount dem refund and tell you to sort yourself out,Lagos ,0
8398,2023-01-20 20:55:47+00:00,RiezSeulement,RT @Kenneth_1saiah: @OvuUdochukwu @constanceamaka2 @JackOfAltraide @ZenithBank God will bless you for this your comment. In as much as i fe…,066,6
8399,2023-01-20 20:55:39+00:00,harbeyjazz,"@ZenithBank @AirtelNigeria u people should refund my money 💰 ooo 🤔🤔🤔... I bought a recharge card from my account, money was debited from my account and I didn't see De recharge card I bought",nigeria,0
8400,2023-01-20 20:53:54+00:00,Olami_deeEbony,@constanceamaka2 @CynthiaIgobah @ZenithBank Abi person dey thief the money from the bank 🤔,"Lagos, Nigeria",0
8401,2023-01-20 20:53:46+00:00,Havillaah,@A_Blackwoman @ZenithBank They are thieves,Earth,0
8402,2023-01-20 20:53:31+00:00,donraymondfancy,"@rufus_0123 @constanceamaka2 @ZenithBank @UBAGroup It is not bro, I believe you data's aren't accurate that's why it is difficult for you.",Nigeria,0
8403,2023-01-20 20:53:25+00:00,MargaretNneka,RT @a_ma_ka__: It’s been 1week now and @ZenithBank has still not communicated any information to me. I have been the one calling all their…,lagos,1703
8404,2023-01-20 20:53:20+00:00,Timilemon,@patra1708 @constanceamaka2 @ZenithBank 1.1M moved and you are calm about it? Please did you storm any branch to make sure your money is returned?,World.,0
8405,2023-01-20 20:53:04+00:00,MargaretNneka,"RT @a_ma_ka__: #ZenithBankbringbackmymoney# 😭
@ZenithBank @cenbank @officialEFCC",lagos,2035
8406,2023-01-20 20:52:56+00:00,MargaretNneka,RT @a_ma_ka__: It is obvious that this was done by an insider in the bank… @ZenithBank  refund my 4 million naira oooooooo…😭😭😭😭😭😭@officialE…,lagos,3350
8407,2023-01-20 20:52:53+00:00,karylanti,@Vessxi @constanceamaka2 @ZenithBank Insensitive!,"Lagos, Nigeria",0
8408,2023-01-20 20:52:47+00:00,MargaretNneka,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,lagos,12574
8409,2023-01-20 20:52:44+00:00,iam_Oyedepo,"Gentility no be stupidity ó @ZenithBank WTF is going on with your bank services now.. This is unfair

O togẹ",ibi orí gbé mi de ,0
8410,2023-01-20 20:52:25+00:00,chiamakaaaaaaa,"@ZenithBank get ready for me.
I’ll storm your office on Monday with madness that you’ve never ever seen before. And that’s on my dad’s!",,0
8411,2023-01-20 20:51:14+00:00,ErakpotoborSam,@ZenithBank pls let my airtime reflect https://t.co/GZpOte9QO7,,1
8412,2023-01-20 20:51:06+00:00,kitankayla,"@constanceamaka2 @ZenithBank The fabric of a once beloved   nation is decimated under APC government.

Everything that was once held sacred became sacrilege.

God flush this evil from Nigeria through ObiDatti @ AsoRock come Feb 2023.
Vote Wisely people let papa, mama &amp; PIKIN be joyous again.🏃🏃🏃",,0
8413,2023-01-20 20:50:53+00:00,Timilemon,@constanceamaka2 @ZenithBank Honestly this is sad and I pray you get help sincerely. I was once on this space when i called @ZenithBank out and called them thieves but of course they will come saying rubbish. Stop banking with @ZenithBank please. Trust me they will tell you stories concerning that 200k,World.,0
8414,2023-01-20 20:50:33+00:00,johnjude55,"@ZenithBank I tried to withdraw money and I was debited and I wasn't paid , i need my money back",,0
8415,2023-01-20 20:50:32+00:00,ErakpotoborSam,@ZenithBank https://t.co/QQuWupFrVf,,0
8416,2023-01-20 20:49:07+00:00,johnjude55,"@ZenithBank I tried to withdraw money and I was debited and I wasn't paid , i need my money back",,0
8417,2023-01-20 20:48:45+00:00,johnjude55,"@ZenithBank I tried to withdraw money and I was debited and I wasn't paid , i need my money back",,0
8418,2023-01-20 20:45:16+00:00,Havillaah,@A_Blackwoman @ZenithBank Mine no get plenty money but them dey remove 1k monthly for watin I no know aside other charges ooo. I low-key moved my remaining change before I’ll cry premium tears,Earth,0
8419,2023-01-20 20:44:24+00:00,BashirH93025503,@Senderfo @cenbank @ZenithBank Really sad 😪,,0
8420,2023-01-20 20:44:05+00:00,BashirH93025503,RT @Senderfo: @cenbank This is @ZenithBank NNPC Ejigbo branch https://t.co/c5uUKelQ2F,,26
8421,2023-01-20 20:41:56+00:00,macrownie,"@ZenithBank please I am begging ypu people, reverse my money. I have sent an email and I also called.
I used a zenith POS, access bank reversed my money less than 24hrs, its over 24hrs now, I am yet to receive a reversal of 15500 from you people, my body is peppering me abeg.",Nigeria,2
8422,2023-01-20 20:41:11+00:00,Maakelele_,@constanceamaka2 @ZenithBank @ZenithBank abeg no touch my money abeg,,0
8423,2023-01-20 20:39:20+00:00,eazy_ibies,"RT @LabCoatGiirl: If you still use your @ZenithBank account at this point, anything you see when you see, you take it cus a word has to be…",,8
8424,2023-01-20 20:37:54+00:00,Chinwendu__,RT @Chinwendu__: @ZenithBank you people should stop debiting for airtime without giving me the airtime.. Ahn,magic shop ,2
8425,2023-01-20 20:37:50+00:00,Chinwendu__,@ZenithBank you people should stop debiting for airtime without giving me the airtime.. Ahn,magic shop ,2
8426,2023-01-20 20:37:01+00:00,JimmyKelvinB2,@A_Blackwoman @ZenithBank It's painful that the regulatory agency are not doing enough. Honestly,"Port Harcourt, Nigeria",0
8427,2023-01-20 20:36:39+00:00,pi20221225ok,@constanceamaka2 @ObiweF @ZenithBank 🌍❤️‍🔥😊🤝,Shaanxi,0
8428,2023-01-20 20:36:16+00:00,francysmylz,"RT @timosilver: @constanceamaka2 @ZenithBank I repeat, Zenithbank has this eToken that is a security threat. Anyone that activates the etok…",Nigeria,4
8429,2023-01-20 20:36:04+00:00,QueenNftLoveo,"Forever dumping @ZenithBank 
Worst bank on the plsnet",,1
8430,2023-01-20 20:33:59+00:00,centuwakwe,"@O_omayoza @constanceamaka2 @ZenithBank My dear, where do we keep money abeg?",,0
8431,2023-01-20 20:33:28+00:00,vicikel2002,"@Senderfo @cenbank @ZenithBank No one takes this government serious , not banks not IPMAN, and definitely not ASUU","Lagos, Nigeria",0
8432,2023-01-20 20:32:25+00:00,olatee_ola,"@ZenithBank  remove my money for midnight 😭😭😭. My last 14,000",Nigeria,0
8433,2023-01-20 20:32:19+00:00,Certified_Jerry,@JackOfAltraide @constanceamaka2 @ZenithBank I think you friend met scammers and he gave out the OTP sent to him and they used it to pay for something online,Lagos || Enugu || Nigeria,0
8434,2023-01-20 20:31:25+00:00,_iamshalom,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,,12574
8435,2023-01-20 20:30:59+00:00,tellmarh,"RT @patra1708: @constanceamaka2 @ZenithBank That was how my N1.1m got wiped @ZenithBank on the 5th of January 2023. 
That bank should be in…",Your Retina,7
8436,2023-01-20 20:30:43+00:00,tellmarh,RT @JackOfAltraide: @constanceamaka2 @ZenithBank What is wrong with @ZenithBank a friend of mine had 80k removed from her account yesterday…,Your Retina,28
8437,2023-01-20 20:30:36+00:00,tellmarh,@constanceamaka2 @ZenithBank Okay at this point we have to ask questions. What is going on with zenith bank OOO?????????,Your Retina,1
8438,2023-01-20 20:30:09+00:00,tallmanfromkd,@constanceamaka2 @ZenithBank It's high time people close their @ZenithBank bank account the other 4m was cleared,"barnawa Kaduna, Nigeria",1
